Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Bronze Plated Brick
appliedenergistics2:facade:0, Cable Facade - Missing
appliedenergistics2:facade:0, Cable Facade - Missing
appliedenergistics2:facade:0, Cable Facade - Missing
appliedenergistics2:facade:0, Cable Facade - Missing
appliedenergistics2:facade:0, Cable Facade - Dried Spruce Log
appliedenergistics2:facade:0, Cable Facade - Lift Receiver
appliedenergistics2:facade:0, Cable Facade - Redstone Notifier
appliedenergistics2:facade:0, Cable Facade - Native Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Cupronickel Alloy Block
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Sand Bricks
appliedenergistics2:facade:0, Cable Facade - Earthy Bricks
appliedenergistics2:facade:0, Cable Facade - Charred Bricks
appliedenergistics2:facade:0, Cable Facade - Ashen Bricks
appliedenergistics2:facade:0, Cable Facade - Patterned Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Riveted Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Smooth Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Rusted Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Sheet Metal Siding
appliedenergistics2:facade:0, Cable Facade - Caution Striped Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Scaffolding
appliedenergistics2:facade:0, Cable Facade - Refractory Casing (Standard)
appliedenergistics2:facade:0, Cable Facade - Refractory Clay Block
appliedenergistics2:facade:0, Cable Facade - Refractory Casing (Advanced)
appliedenergistics2:facade:0, Cable Facade - Refractory Casing (Basic)
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Machine Base
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Destination Analyzer
appliedenergistics2:facade:0, Cable Facade - Matter Booster
appliedenergistics2:facade:0, Cable Facade - Space Chamber Corner Block
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:138, 16m (16384k) ME Storage Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:136, 1m (1024k) ME Storage Component
appliedenergistics2:material:135, 256k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:137, 4m (4096k) ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:99, Quantum Entangled Dragon Egg
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Cable - White
appliedenergistics2:part:61, ME Dense Cable - Orange
appliedenergistics2:part:62, ME Dense Cable - Magenta
appliedenergistics2:part:63, ME Dense Cable - Light Blue
appliedenergistics2:part:64, ME Dense Cable - Yellow
appliedenergistics2:part:65, ME Dense Cable - Lime
appliedenergistics2:part:66, ME Dense Cable - Pink
appliedenergistics2:part:67, ME Dense Cable - Gray
appliedenergistics2:part:68, ME Dense Cable - Light Gray
appliedenergistics2:part:69, ME Dense Cable - Cyan
appliedenergistics2:part:70, ME Dense Cable - Purple
appliedenergistics2:part:71, ME Dense Cable - Blue
appliedenergistics2:part:72, ME Dense Cable - Brown
appliedenergistics2:part:73, ME Dense Cable - Green
appliedenergistics2:part:74, ME Dense Cable - Red
appliedenergistics2:part:75, ME Dense Cable - Black
appliedenergistics2:part:76, ME Dense Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - Forge Energy
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
base:wrench, Wrench
contenttweaker:soldering_alloy_plate, item.contenttweaker.soldering_alloy_plate.name
contenttweaker:nether_quartz_washed_ore, item.contenttweaker.nether_quartz_washed_ore.name
contenttweaker:graphite_screw, item.contenttweaker.graphite_screw.name
contenttweaker:rubber, Rubber
contenttweaker:uranium235_washed_ore, item.contenttweaker.uranium235_washed_ore.name
contenttweaker:iridium_nugget, item.contenttweaker.iridium_nugget.name
contenttweaker:zinc_tiny_dust, item.contenttweaker.zinc_tiny_dust.name
contenttweaker:beryllium_dust, item.contenttweaker.beryllium_dust.name
contenttweaker:manganese_screw, item.contenttweaker.manganese_screw.name
contenttweaker:silver_screw, item.contenttweaker.silver_screw.name
contenttweaker:copper_dust, item.contenttweaker.copper_dust.name
contenttweaker:lignite_tiny_dust, item.contenttweaker.lignite_tiny_dust.name
contenttweaker:lithium_screw, item.contenttweaker.lithium_screw.name
contenttweaker:magnesium_plate, item.contenttweaker.magnesium_plate.name
contenttweaker:bronze_plated_brick:0, Bronze Plated Brick
contenttweaker:bauxite_dust, item.contenttweaker.bauxite_dust.name
contenttweaker:aluminium_heat_conductor, item.contenttweaker.aluminium_heat_conductor.name
contenttweaker:silver_rod, item.contenttweaker.silver_rod.name
contenttweaker:tin_tiny_dust, item.contenttweaker.tin_tiny_dust.name
contenttweaker:redstone_crushed_ore, item.contenttweaker.redstone_crushed_ore.name
contenttweaker:uranium238_crushed_ore, item.contenttweaker.uranium238_crushed_ore.name
contenttweaker:emerald_dust, item.contenttweaker.emerald_dust.name
contenttweaker:platinum_washed_ore, item.contenttweaker.platinum_washed_ore.name
contenttweaker:titanium_heat_conductor, item.contenttweaker.titanium_heat_conductor.name
contenttweaker:cobalt_washed_ore, item.contenttweaker.cobalt_washed_ore.name
contenttweaker:nickel_tiny_dust, item.contenttweaker.nickel_tiny_dust.name
contenttweaker:iron_dust, item.contenttweaker.iron_dust.name
contenttweaker:soldering_alloy_rod, item.contenttweaker.soldering_alloy_rod.name
contenttweaker:copper_plate, item.contenttweaker.copper_plate.name
contenttweaker:aluminium_gearbox, item.contenttweaker.aluminium_gearbox.name
contenttweaker:boron_dust, item.contenttweaker.boron_dust.name
contenttweaker:steel_axe_head, item.contenttweaker.steel_axe_head.name
contenttweaker:uranium235_crushed_ore, item.contenttweaker.uranium235_crushed_ore.name
contenttweaker:steel_saw_blade, item.contenttweaker.steel_saw_blade.name
contenttweaker:lead_washed_ore, item.contenttweaker.lead_washed_ore.name
contenttweaker:aluminium_dust, item.contenttweaker.aluminium_dust.name
contenttweaker:limonite_tiny_dust, item.contenttweaker.limonite_tiny_dust.name
contenttweaker:bronze_macerator_blade, item.contenttweaker.bronze_macerator_blade.name
contenttweaker:aluminium_plate, item.contenttweaker.aluminium_plate.name
contenttweaker:pitchblende_dust, item.contenttweaker.pitchblende_dust.name
contenttweaker:uranium238_dust, item.contenttweaker.uranium238_dust.name
contenttweaker:antimony_screw, item.contenttweaker.antimony_screw.name
contenttweaker:redstone_washed_ore, item.contenttweaker.redstone_washed_ore.name
contenttweaker:chrome_crushed_ore, item.contenttweaker.chrome_crushed_ore.name
contenttweaker:steel_mortar, Steel Mortar
contenttweaker:nether_quartz_crushed_ore, item.contenttweaker.nether_quartz_crushed_ore.name
contenttweaker:salt_tiny_dust, item.contenttweaker.salt_tiny_dust.name
contenttweaker:iron_tiny_dust, item.contenttweaker.iron_tiny_dust.name
contenttweaker:lead_ingot, item.contenttweaker.lead_ingot.name
contenttweaker:boron_washed_ore, item.contenttweaker.boron_washed_ore.name
contenttweaker:aluminium_wire, item.contenttweaker.aluminium_wire.name
contenttweaker:tin_nugget, item.contenttweaker.tin_nugget.name
contenttweaker:sulfur_tiny_dust, item.contenttweaker.sulfur_tiny_dust.name
contenttweaker:titanium_macerator_blade, item.contenttweaker.titanium_macerator_blade.name
contenttweaker:iridium_washed_ore, item.contenttweaker.iridium_washed_ore.name
contenttweaker:nickel_screw, item.contenttweaker.nickel_screw.name
contenttweaker:tin_crushed_ore, item.contenttweaker.tin_crushed_ore.name
contenttweaker:salt_crushed_ore, item.contenttweaker.salt_crushed_ore.name
contenttweaker:magnesium_rod, item.contenttweaker.magnesium_rod.name
contenttweaker:coal_crushed_ore, item.contenttweaker.coal_crushed_ore.name
contenttweaker:cobalt_tiny_dust, item.contenttweaker.cobalt_tiny_dust.name
contenttweaker:iron_washed_ore, item.contenttweaker.iron_washed_ore.name
contenttweaker:steel_pickaxe_head, item.contenttweaker.steel_pickaxe_head.name
contenttweaker:gold_ingot, item.contenttweaker.gold_ingot.name
contenttweaker:platinum_screw, item.contenttweaker.platinum_screw.name
contenttweaker:chrome_washed_ore, item.contenttweaker.chrome_washed_ore.name
contenttweaker:ilmenite_dust, item.contenttweaker.ilmenite_dust.name
contenttweaker:bronze_hammer, Bronze Hammer
contenttweaker:bronze_mortar, Bronze Mortar
contenttweaker:titanium_gearbox, item.contenttweaker.titanium_gearbox.name
contenttweaker:cobalt_nugget, item.contenttweaker.cobalt_nugget.name
contenttweaker:manganese_tiny_dust, item.contenttweaker.manganese_tiny_dust.name
contenttweaker:boron_crushed_ore, item.contenttweaker.boron_crushed_ore.name
contenttweaker:iron_pickaxe_head, item.contenttweaker.iron_pickaxe_head.name
contenttweaker:iron_nugget, item.contenttweaker.iron_nugget.name
contenttweaker:iridium_dust, item.contenttweaker.iridium_dust.name
contenttweaker:gold_crushed_ore, item.contenttweaker.gold_crushed_ore.name
contenttweaker:lignite_crushed_ore, item.contenttweaker.lignite_crushed_ore.name
contenttweaker:bronze_plate, item.contenttweaker.bronze_plate.name
contenttweaker:steel_standard_turbine_rotor, item.contenttweaker.steel_standard_turbine_rotor.name
contenttweaker:steel_gearbox, item.contenttweaker.steel_gearbox.name
contenttweaker:uranium235_tiny_dust, item.contenttweaker.uranium235_tiny_dust.name
contenttweaker:bismuth_bronze_ingot, item.contenttweaker.bismuth_bronze_ingot.name
contenttweaker:magnesium_washed_ore, item.contenttweaker.magnesium_washed_ore.name
contenttweaker:silver_dust, item.contenttweaker.silver_dust.name
contenttweaker:galena_dust, item.contenttweaker.galena_dust.name
contenttweaker:platinum_rod, item.contenttweaker.platinum_rod.name
contenttweaker:coal_washed_ore, item.contenttweaker.coal_washed_ore.name
contenttweaker:lead_tiny_dust, item.contenttweaker.lead_tiny_dust.name
contenttweaker:steel_wire, item.contenttweaker.steel_wire.name
contenttweaker:manganese_washed_ore, item.contenttweaker.manganese_washed_ore.name
contenttweaker:emerald_washed_ore, item.contenttweaker.emerald_washed_ore.name
contenttweaker:soldering_alloy_ingot, item.contenttweaker.soldering_alloy_ingot.name
contenttweaker:gold_rod, item.contenttweaker.gold_rod.name
contenttweaker:antimony_ingot, item.contenttweaker.antimony_ingot.name
contenttweaker:lithium_rod, item.contenttweaker.lithium_rod.name
contenttweaker:soldering_alloy_nugget, item.contenttweaker.soldering_alloy_nugget.name
contenttweaker:bronze_saw_blade, item.contenttweaker.bronze_saw_blade.name
contenttweaker:tungstensteel_gearbox, item.contenttweaker.tungstensteel_gearbox.name
contenttweaker:antimony_tiny_dust, item.contenttweaker.antimony_tiny_dust.name
contenttweaker:steel_plate, item.contenttweaker.steel_plate.name
contenttweaker:sulfur_dust, item.contenttweaker.sulfur_dust.name
contenttweaker:pyrolusite_washed_ore, item.contenttweaker.pyrolusite_washed_ore.name
contenttweaker:bronze_axe_head, item.contenttweaker.bronze_axe_head.name
contenttweaker:cobalt_ingot, item.contenttweaker.cobalt_ingot.name
contenttweaker:silicon_ingot, item.contenttweaker.silicon_ingot.name
contenttweaker:flint_saw_blade, item.contenttweaker.flint_saw_blade.name
contenttweaker:nickel_ingot, item.contenttweaker.nickel_ingot.name
contenttweaker:tree_tap, Tree Tap
contenttweaker:pyrolusite_tiny_dust, item.contenttweaker.pyrolusite_tiny_dust.name
contenttweaker:bronze_wire, item.contenttweaker.bronze_wire.name
contenttweaker:coal_tiny_dust, item.contenttweaker.coal_tiny_dust.name
contenttweaker:bauxite_tiny_dust, item.contenttweaker.bauxite_tiny_dust.name
contenttweaker:tin_dust, item.contenttweaker.tin_dust.name
contenttweaker:aluminium_washed_ore, item.contenttweaker.aluminium_washed_ore.name
contenttweaker:graphite_tiny_dust, item.contenttweaker.graphite_tiny_dust.name
contenttweaker:ilmenite_crushed_ore, item.contenttweaker.ilmenite_crushed_ore.name
contenttweaker:silver_tiny_dust, item.contenttweaker.silver_tiny_dust.name
contenttweaker:boron_tiny_dust, item.contenttweaker.boron_tiny_dust.name
contenttweaker:sulfur_washed_ore, item.contenttweaker.sulfur_washed_ore.name
contenttweaker:platinum_nugget, item.contenttweaker.platinum_nugget.name
contenttweaker:nickel_plate, item.contenttweaker.nickel_plate.name
contenttweaker:beryllium_tiny_dust, item.contenttweaker.beryllium_tiny_dust.name
contenttweaker:bismuth_bronze_rod, item.contenttweaker.bismuth_bronze_rod.name
contenttweaker:galena_washed_ore, item.contenttweaker.galena_washed_ore.name
contenttweaker:titanium_electrode, item.contenttweaker.titanium_electrode.name
contenttweaker:aluminium_nugget, item.contenttweaker.aluminium_nugget.name
contenttweaker:iridium_plate, item.contenttweaker.iridium_plate.name
contenttweaker:tungstensteel_ingot, item.contenttweaker.tungstensteel_ingot.name
contenttweaker:coal_dust, item.contenttweaker.coal_dust.name
contenttweaker:ilmenite_washed_ore, item.contenttweaker.ilmenite_washed_ore.name
contenttweaker:titanium_nugget, item.contenttweaker.titanium_nugget.name
contenttweaker:platinum_dust, item.contenttweaker.platinum_dust.name
contenttweaker:iron_mortar, Iron Mortar
contenttweaker:steel_industrial_turbine_rotor, item.contenttweaker.steel_industrial_turbine_rotor.name
contenttweaker:tungstensteel_heat_conductor, item.contenttweaker.tungstensteel_heat_conductor.name
contenttweaker:ilmenite_tiny_dust, item.contenttweaker.ilmenite_tiny_dust.name
contenttweaker:raw_rubber, Raw Rubber
contenttweaker:gold_dust, item.contenttweaker.gold_dust.name
contenttweaker:lead_screw, item.contenttweaker.lead_screw.name
contenttweaker:bronze_nugget, item.contenttweaker.bronze_nugget.name
contenttweaker:aluminium_ingot, item.contenttweaker.aluminium_ingot.name
contenttweaker:lithium_crushed_ore, item.contenttweaker.lithium_crushed_ore.name
contenttweaker:thorium_crushed_ore, item.contenttweaker.thorium_crushed_ore.name
contenttweaker:graphite_dust, item.contenttweaker.graphite_dust.name
contenttweaker:salt_dust, item.contenttweaker.salt_dust.name
contenttweaker:silicon_screw, item.contenttweaker.silicon_screw.name
contenttweaker:titanium_wire, item.contenttweaker.titanium_wire.name
contenttweaker:tungstensteel_rod, item.contenttweaker.tungstensteel_rod.name
contenttweaker:magnesium_screw, item.contenttweaker.magnesium_screw.name
contenttweaker:gold_screw, item.contenttweaker.gold_screw.name
contenttweaker:pyrolusite_crushed_ore, item.contenttweaker.pyrolusite_crushed_ore.name
contenttweaker:cobalt_screw, item.contenttweaker.cobalt_screw.name
contenttweaker:diamond_dust, item.contenttweaker.diamond_dust.name
contenttweaker:chrome_dust, item.contenttweaker.chrome_dust.name
contenttweaker:emerald_crushed_ore, item.contenttweaker.emerald_crushed_ore.name
contenttweaker:steel_large_turbine_rotor, item.contenttweaker.steel_large_turbine_rotor.name
contenttweaker:chrome_tiny_dust, item.contenttweaker.chrome_tiny_dust.name
contenttweaker:tungstensteel_plate, item.contenttweaker.tungstensteel_plate.name
contenttweaker:silver_washed_ore, item.contenttweaker.silver_washed_ore.name
contenttweaker:stibnite_dust, item.contenttweaker.stibnite_dust.name
contenttweaker:diamond_washed_ore, item.contenttweaker.diamond_washed_ore.name
contenttweaker:sulfur_crushed_ore, item.contenttweaker.sulfur_crushed_ore.name
contenttweaker:bronze_screw, item.contenttweaker.bronze_screw.name
contenttweaker:copper_rod, item.contenttweaker.copper_rod.name
contenttweaker:antimony_plate, item.contenttweaker.antimony_plate.name
contenttweaker:flint_mortar, Flint Mortar
contenttweaker:stainless_steel_nugget, item.contenttweaker.stainless_steel_nugget.name
contenttweaker:magnesium_nugget, item.contenttweaker.magnesium_nugget.name
contenttweaker:cobalt_rod, item.contenttweaker.cobalt_rod.name
contenttweaker:bronze_gearbox, item.contenttweaker.bronze_gearbox.name
contenttweaker:beryllium_crushed_ore, item.contenttweaker.beryllium_crushed_ore.name
contenttweaker:beryllium_washed_ore, item.contenttweaker.beryllium_washed_ore.name
contenttweaker:graphite_plate, item.contenttweaker.graphite_plate.name
contenttweaker:gold_tiny_dust, item.contenttweaker.gold_tiny_dust.name
contenttweaker:titanium_ingot, item.contenttweaker.titanium_ingot.name
contenttweaker:lithium_plate, item.contenttweaker.lithium_plate.name
contenttweaker:zinc_dust, item.contenttweaker.zinc_dust.name
contenttweaker:zinc_washed_ore, item.contenttweaker.zinc_washed_ore.name
contenttweaker:lapis_lazuli_tiny_dust, item.contenttweaker.lapis_lazuli_tiny_dust.name
contenttweaker:bronze_electrode, item.contenttweaker.bronze_electrode.name
contenttweaker:manganese_plate, item.contenttweaker.manganese_plate.name
contenttweaker:cobalt_dust, item.contenttweaker.cobalt_dust.name
contenttweaker:tungstensteel_macerator_blade, item.contenttweaker.tungstensteel_macerator_blade.name
contenttweaker:soldering_alloy_screw, item.contenttweaker.soldering_alloy_screw.name
contenttweaker:nether_quartz_tiny_dust, item.contenttweaker.nether_quartz_tiny_dust.name
contenttweaker:graphite_crushed_ore, item.contenttweaker.graphite_crushed_ore.name
contenttweaker:stibnite_tiny_dust, item.contenttweaker.stibnite_tiny_dust.name
contenttweaker:limonite_crushed_ore, item.contenttweaker.limonite_crushed_ore.name
contenttweaker:bismuth_bronze_plate, item.contenttweaker.bismuth_bronze_plate.name
contenttweaker:aluminium_screw, item.contenttweaker.aluminium_screw.name
contenttweaker:platinum_ingot, item.contenttweaker.platinum_ingot.name
contenttweaker:uranium235_dust, item.contenttweaker.uranium235_dust.name
contenttweaker:bronze_heat_conductor, item.contenttweaker.bronze_heat_conductor.name
contenttweaker:lead_plate, item.contenttweaker.lead_plate.name
contenttweaker:tetrahedrite_crushed_ore, item.contenttweaker.tetrahedrite_crushed_ore.name
contenttweaker:thorium_washed_ore, item.contenttweaker.thorium_washed_ore.name
contenttweaker:zinc_crushed_ore, item.contenttweaker.zinc_crushed_ore.name
contenttweaker:pitchblende_tiny_dust, item.contenttweaker.pitchblende_tiny_dust.name
contenttweaker:redstone_dust, item.contenttweaker.redstone_dust.name
contenttweaker:lead_dust, item.contenttweaker.lead_dust.name
contenttweaker:iridium_ingot, item.contenttweaker.iridium_ingot.name
contenttweaker:copper_tiny_dust, item.contenttweaker.copper_tiny_dust.name
contenttweaker:tungstensteel_nugget, item.contenttweaker.tungstensteel_nugget.name
contenttweaker:bronze_rod, item.contenttweaker.bronze_rod.name
contenttweaker:tungstensteel_wire, item.contenttweaker.tungstensteel_wire.name
contenttweaker:tetrahedrite_washed_ore, item.contenttweaker.tetrahedrite_washed_ore.name
contenttweaker:graphite_washed_ore, item.contenttweaker.graphite_washed_ore.name
contenttweaker:diamond_crushed_ore, item.contenttweaker.diamond_crushed_ore.name
contenttweaker:aluminium_tiny_dust, item.contenttweaker.aluminium_tiny_dust.name
contenttweaker:lignite_washed_ore, item.contenttweaker.lignite_washed_ore.name
contenttweaker:iron_screw, item.contenttweaker.iron_screw.name
contenttweaker:lapis_lazuli_dust, item.contenttweaker.lapis_lazuli_dust.name
contenttweaker:magnesium_crushed_ore, item.contenttweaker.magnesium_crushed_ore.name
contenttweaker:steel_ingot, item.contenttweaker.steel_ingot.name
contenttweaker:copper_ingot, item.contenttweaker.copper_ingot.name
